Group,ATP_Production,ROS_Accumulation,Oxygen_Consumption,Lifespan_Index,Performance_Score
Synthetic MitoTALEN,142.3637346122448,12.748151051132266,311.88152181563163,93.22040638413253,0.8940815874514113
Synthetic MitoTALEN,149.1224544651962,7.707674693645855,268.6625970432679,93.12049335268185,0.8808144638846697
Synthetic MitoTALEN,147.1604879088324,8.52490593242237,270.75104117977673,93.6446271279293,0.8755939991272956
Synthetic MitoTALEN,152.586777483431,12.398909022440629,259.3911351934754,91.8323813321751,0.8600321545883022
Synthetic MitoTALEN,137.3821344736236,11.714113402839144,303.39909507913126,88.90251343086146,0.8559472953585479
Synthetic MitoTALEN,136.25940567171196,13.106019926618703,294.98388591465005,93.98806065915791,0.8536222930737499
Synthetic MitoTALEN,130.65698667663685,13.370259657461352,289.3182254814841,101.51461483206586,0.8516624153755842
Synthetic MitoTALEN,139.47810759810028,10.28646303065161,282.90819186756204,89.34348480438797,0.844096224707873
Synthetic MitoTALEN,155.32318911048347,14.357400475952497,251.2836966398035,89.07936490692087,0.8430885948603184
Synthetic MitoTALEN,127.81057679043825,10.493837326942167,299.34966908225084,93.78452300973015,0.8390286243770071
Synthetic MitoTALEN,143.95486574876855,10.323234458185235,260.950086954205,89.8158127914342,0.8333825469265734
Synthetic MitoTALEN,137.52993052482887,11.85686593157406,311.918699589021,78.57699637826094,0.8322025345927814
Synthetic MitoTALEN,137.7857645007842,12.582269978694923,270.6041486600479,94.30392637604567,0.8313634415943918
Synthetic MitoTALEN,142.04605097587825,11.753546464822293,246.2423711538645,97.85209096081822,0.8302356877271154
Synthetic MitoTALEN,141.91216928222696,8.920454101766818,245.65749990153552,95.12218183336228,0.8300615405322318
Synthetic MitoTALEN,146.53469436221346,6.331377807163407,247.6560854209672,86.31594953879936,0.8281548788950277
Synthetic MitoTALEN,143.57006241596073,12.58956350910441,288.71914250930257,79.66256519941842,0.8248070050791345
Synthetic MitoTALEN,142.44061372541242,7.430439285648676,270.9080917418508,81.12192764188788,0.8220277840988934
Synthetic MitoTALEN,140.06907350688226,13.936452543423226,286.23881788298337,84.25738623582517,0.8203329813434764
Synthetic MitoTALEN,127.66560525960455,7.920431577060242,282.3798305006933,91.67664343037542,0.8195631172129151
Synthetic MitoTALEN,139.03154708534808,9.954047256006604,261.2986471451825,89.91869160485523,0.8187764375941006
Synthetic MitoTALEN,143.6060059137689,8.93630154860786,229.35585842494146,95.13682293354785,0.8155039709147656
Synthetic MitoTALEN,130.90941516809778,8.789745701021541,282.0914984371668,88.09347428548881,0.8151916487557134
Synthetic MitoTALEN,124.4064354841708,8.159086803987318,302.0981922864467,86.21461897984005,0.814040716549824
Synthetic MitoTALEN,141.58590789245034,8.995139970315254,278.31600193038946,78.44203759880999,0.8138662282271436
Synthetic MitoTALEN,137.80009627506985,11.258467852438208,278.1907385909245,84.39179413629272,0.8126015728489983
Synthetic MitoTALEN,136.811868781719,12.731402141313596,265.6112954639993,91.58440041909915,0.8122683805463471
Synthetic MitoTALEN,119.65396974319074,15.585139886774527,303.1885792525178,97.80058919380657,0.8113745562783022
Synthetic MitoTALEN,117.3471201889842,11.863241950933507,296.9135087431474,97.56703037934983,0.8082152121120089
Synthetic MitoTALEN,126.1534493232918,12.086234468804452,261.49075924800434,100.53024822868437,0.8030442111838929
Synthetic MitoTALEN,139.26071928137702,14.281243968432893,281.2555435528373,81.37846409670537,0.8005843874716846
Synthetic MitoTALEN,122.43213386929389,10.307764107789815,286.1774575653039,92.20703645386538,0.7998055809421696
Synthetic MitoTALEN,124.80292524712698,7.24829152954283,297.51899476585777,82.0684533570945,0.7991371100500466
Synthetic MitoTALEN,129.0134814798443,17.402821298732448,289.020669684463,91.38345472031416,0.7976616928318897
Synthetic MitoTALEN,120.64593727472409,9.89963755518248,313.5567589652966,81.1419705236171,0.792482510069618
Synthetic MitoTALEN,132.7845186510757,11.156699121342136,257.9820854972854,90.64284842776239,0.7915878096122034
Synthetic MitoTALEN,122.75754027006369,11.076665295140998,292.93485164085814,86.85590559541993,0.7887851835862691
Synthetic MitoTALEN,128.2046031904311,13.823689529149618,243.71454990963878,102.42049351142965,0.7879709342049903
Synthetic MitoTALEN,133.09783390599924,14.617371984840434,248.5278934282765,96.25424087986971,0.7872221178482706
Synthetic MitoTALEN,134.84578617436836,12.625148423842658,258.2099685146484,88.63225303687575,0.7869457252220063
Synthetic MitoTALEN,154.46360167893073,9.924275790356267,220.59019607539375,79.35969470443423,0.7854189783973188
Synthetic MitoTALEN,132.0878579683077,11.337107478511008,253.52394635448243,91.30031259414731,0.785219546445906
Synthetic MitoTALEN,128.47002372689383,7.423424487225784,276.3080719603355,81.42234947862879,0.7823950400638926
Synthetic MitoTALEN,132.90253127207396,11.87952614806697,248.3074699672027,91.56852604999172,0.7804489783803857
Synthetic MitoTALEN,119.78604527081221,12.57329720405971,277.45558284033973,94.64909690042509,0.7800291660533976
Synthetic MitoTALEN,115.78642921875046,5.403582130139754,276.17989849256855,90.72120580908388,0.7773419889771834
Synthetic MitoTALEN,132.00713822391157,16.510194905301454,285.75708635079604,82.10507563877015,0.7760688300809518
Synthetic MitoTALEN,133.18269787551574,11.989192382728294,269.5483863057888,82.06223118057798,0.7758328244270654
Synthetic MitoTALEN,127.68545541966678,4.72836202011313,249.29712097585218,87.4099622392315,0.775619802687908
Synthetic MitoTALEN,138.30444296699488,12.080657516983592,255.09125377287555,82.18993327081819,0.7753036461225308
Synthetic MitoTALEN,124.60247632551443,10.66144970035566,284.9066704861785,83.47621246679994,0.7752848157231742
Synthetic MitoTALEN,112.95031079897518,7.655958298751268,269.98057806513197,97.68226761435189,0.7751390927385415
Synthetic MitoTALEN,135.67556954748125,12.559827369469074,247.90285414864195,87.65428721779848,0.7739080380373785
Synthetic MitoTALEN,129.5889169542086,11.702472408661851,259.0372882624823,88.75345872082926,0.7738362496290005
Synthetic MitoTALEN,139.26819837329063,16.331293812219776,266.5168441455977,80.06146123955502,0.7705809256985952
Synthetic MitoTALEN,131.08728837328758,5.874795394727128,259.06944408725394,79.99584703049078,0.77058002798353
Synthetic MitoTALEN,118.37332346862834,13.709301840696611,273.5900038648608,93.89059292194956,0.763857809358484
Synthetic MitoTALEN,128.43038468869887,9.97082309382219,227.63296310697734,96.3056369110631,0.7620967818036821
Synthetic MitoTALEN,118.79253859879553,15.220895249579316,273.0708872008875,94.6331555977479,0.7617206642702141
Synthetic MitoTALEN,122.87663327007141,12.384313244732368,258.8269855280204,92.55357153872059,0.7610223155507209
Synthetic MitoTALEN,132.59518181306612,13.343125680051944,250.73464169784734,86.05101169894826,0.7588647973201295
Synthetic MitoTALEN,125.9874078713051,10.660699156348414,251.99131729514198,89.2065942802898,0.7580672063962255
Synthetic MitoTALEN,118.62803653997818,12.730018347968075,294.50228385368627,82.91823191009003,0.7577474047265919
Synthetic MitoTALEN,119.12672668978134,9.099071570612361,251.95912371956544,93.50989963601388,0.7546339149156396
Synthetic MitoTALEN,115.19677194815317,13.717748344068475,268.6622118974498,96.18484257984306,0.7545510904013909
Synthetic MitoTALEN,115.42043306553856,9.956845027575358,271.92602068057806,89.68714854381625,0.7511524337953355
Synthetic MitoTALEN,118.62957472495616,13.276372685354895,251.26855739203927,96.3520137180676,0.7466669421733569
Synthetic MitoTALEN,119.72322730070991,12.657450982991817,264.93999011731,89.30459723907833,0.7461590786300095
Synthetic MitoTALEN,117.35135447232179,8.245381727428668,272.3507546570685,84.16622951386299,0.7459605736911478
Synthetic MitoTALEN,117.64653571418737,11.73079291713832,250.9389764649217,94.13542259205784,0.741053606351763
Synthetic MitoTALEN,119.95775819484972,16.69657208770302,275.3379493182604,87.61516992044204,0.7398974389401067
Synthetic MitoTALEN,120.3475812807682,16.32035164634842,232.0082526343464,102.63851443803564,0.7385864877694411
Synthetic MitoTALEN,127.3586573181389,16.732359839290424,242.77030454776082,90.97409132783562,0.7354972337933882
Synthetic MitoTALEN,120.68849491055529,14.632086871727015,265.96972897566286,86.65220110001785,0.7348611674535906
Synthetic MitoTALEN,146.55053207714627,14.127011272765536,216.5071555305475,78.12760751825866,0.7344366224541057
Synthetic MitoTALEN,121.28993451837633,12.139309644468446,269.83713463554375,81.76056443724681,0.7343215520669878
Synthetic MitoTALEN,126.99742649855668,17.539910988143,255.6843175014795,86.96156905429679,0.7341274539208124
Synthetic MitoTALEN,111.52733574125241,13.950603533875983,286.96702083578236,87.09966647780485,0.7338471683156611
